scalerS16b	IPM2C21A	IPM2C24A	
325	1.38727e+07	0	0
328	1.31961e+07	0	0
328	1.36191e+07	0	0
331	1.3228e+07	0	0
330	1.34438e+07	0	0
334	1.39072e+07	0	0
333	1.39072e+07	0	0
333	1.39072e+07	0	0
334	1.17912e+07	0	0
333	1.38527e+07	0	0
334	1.34639e+07	0	0
334	1.38623e+07	0	0
331	1.37622e+07	0	0
330	1.37622e+07	0	0
332	1.37622e+07	0	0
332	1.38585e+07	0	0
332	1.38585e+07	0	0
332	1.38585e+07	0	0
333	1.26211e+07	0	0
334	1.38506e+07	0	0
335	1.38506e+07	0	0
337	1.38506e+07	0	0
333	1.38506e+07	0	0
336	1.35838e+07	0	0
337	1.35838e+07	0	0
334	1.34035e+07	0	0
335	1.38397e+07	0	0
338	1.38397e+07	0	0
332	1.34624e+07	0	0
332	1.38549e+07	0	0
330	1.34333e+07	0	0
327	1.3678e+07	0	0
327	1.38453e+07	0	0
333	1.37541e+07	0	0
329	1.3859e+07	0	0
329	1.37022e+07	0	0
330	1.36109e+07	0	0
324	1.38532e+07	0	0
328	1.38532e+07	0	0
333	1.37126e+07	0	0
333	1.38542e+07	0	0
333	1.38542e+07	0	0
334	1.38542e+07	0	0
334	1.38542e+07	0	0
331	1.38542e+07	0	0
331	1.38542e+07	0	0
333	1.33513e+07	0	0
333	1.33513e+07	0	0
334	1.38227e+07	0	0
334	1.36591e+07	0	0
336	1.38597e+07	0	0
332	1.38597e+07	0	0
334	1.38597e+07	0	0
337	1.38597e+07	0	0
336	1.38597e+07	0	0
334	1.26533e+07	0	0
336	1.38623e+07	0	0
332	1.38623e+07	0	0
334	1.38623e+07	0	0
331	1.38623e+07	0	0
333	1.38623e+07	0	0
331	1.38623e+07	0	0
327	1.38623e+07	0	0
329	1.38623e+07	0	0
333	1.3557e+07	0	0
332	1.38572e+07	0	0
327	1.38572e+07	0	0
331	1.38572e+07	0	0
327	1.33647e+07	0	0
325	1.38547e+07	0	0
326	1.38547e+07	0	0
326	1.2527e+07	0	0
323	1.28369e+07	0	0
323	1.37817e+07	0	0
327	1.25918e+07	0	0
329	1.38609e+07	0	0
328	1.32126e+07	0	0
335	1.22345e+07	0	0
335	1.22345e+07	0	0
335	1.39064e+07	0	0
332	1.38125e+07	0	0
330	1.38125e+07	0	0
328	1.33387e+07	0	0
328	1.38694e+07	0	0
330	1.32168e+07	0	0
327	1.38459e+07	0	0
328	1.38459e+07	0	0
330	1.3675e+07	0	0
328	1.29487e+07	0	0
326	1.06537e+07	0	0
325	1.38151e+07	0	0
328	1.38151e+07	0	0
328	1.38151e+07	0	0
325	1.38151e+07	0	0
329	1.38151e+07	0	0
334	1.12715e+07	0	0
332	1.14574e+07	0	0
335	1.38053e+07	0	0
